id;link;nama_usaha;kategori;alamat;no_telp;jenis_platform;maps
685;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
686;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
687;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
688;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
689;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
690;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
691;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
692;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
693;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
694;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
695;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
696;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
697;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
698;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Office & Stationery;Bandar Lampung;;Tokopedia;
699;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
700;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
701;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Muslim;Bandar Lampung;;Tokopedia;
702;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Office & Stationery;Bandar Lampung;;Tokopedia;
703;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
704;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
705;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
706;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
707;https://www.tokopedia.com/tokobebeb;tokobebeb_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
708;https://www.tokopedia.com/helau-tapis-lampung;helau tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
709;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
710;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
711;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
712;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
713;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
714;https://www.tokopedia.com/toko-tapis-rani-bordir;toko tapis rani bordir;Fashion Wanita;Kab. Lampung Utara;;Tokopedia;
715;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
716;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
717;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
718;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Muslim;Kab. Pesawaran;;Tokopedia;
719;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
720;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
721;https://www.tokopedia.com/desti-tapis;desti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
722;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
723;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
724;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
725;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
726;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
727;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
728;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
729;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
730;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
731;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
732;https://www.tokopedia.com/desti-tapis;desti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
733;https://www.tokopedia.com/helau-tapis-lampung;helau tapis lampung;Mainan & Hobi;Bandar Lampung;;Tokopedia;
734;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
735;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
736;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Office & Stationery;Bandar Lampung;;Tokopedia;
737;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
738;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
739;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
740;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
741;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
742;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
743;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
744;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
745;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
746;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
747;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
748;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
749;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
750;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
751;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
752;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
753;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
754;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
755;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
756;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
757;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
758;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
759;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
760;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Muslim;Kab. Pesawaran;;Tokopedia;
761;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
762;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
763;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
764;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
765;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
766;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
767;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Muslim;Kab. Pesawaran;;Tokopedia;
768;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
769;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
770;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
771;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
772;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
773;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
774;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
775;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
776;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
777;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
778;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;Fashion Wanita;Bandar Lampung;;Tokopedia;
779;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
780;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Pria;Bandar Lampung;;Tokopedia;
781;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
782;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
783;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
784;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;Fashion Wanita;Bandar Lampung;;Tokopedia;
785;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
786;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
787;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
788;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
789;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
790;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
791;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;Fashion Wanita;Bandar Lampung;;Tokopedia;
792;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
793;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
794;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
795;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
796;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
797;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
798;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
799;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
800;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
801;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
802;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
803;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
804;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
805;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
806;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
807;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
808;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
809;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Muslim;Bandar Lampung;;Tokopedia;
810;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
811;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
812;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
813;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
814;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
815;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
816;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;Fashion Muslim;Kab. Lampung Selatan;;Tokopedia;
817;https://www.tokopedia.com/rajawijaya;rajawijaya;Fashion Wanita;Kab. Lampung Tengah;;Tokopedia;
818;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
819;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Pria;Bandar Lampung;;Tokopedia;
820;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
821;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
822;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
823;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
824;https://www.tokopedia.com/diyahchan;diyahchan;Fashion Wanita;Kab. Tanggamus;;Tokopedia;
825;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
826;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
827;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
828;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
829;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
830;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
831;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
832;https://www.tokopedia.com/dafino-tapis;Dafino Tapis;Fashion Wanita;Kab. Lampung Timur;;Tokopedia;
833;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
834;https://www.tokopedia.com/helau-tapis-lampung;helau tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
835;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
836;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
837;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
838;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
839;https://www.tokopedia.com/suphshop;suph.shop;Fashion Wanita;Metro;;Tokopedia;
840;https://www.tokopedia.com/desti-tapis;desti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
841;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
842;https://www.tokopedia.com/supplier-tapis;Supplier tapis;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
843;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
844;https://www.tokopedia.com/samisutra;SAMI SUTRA;Office & Stationery;Bandar Lampung;;Tokopedia;
845;https://www.tokopedia.com/supplier-tapis;Supplier tapis;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
846;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
847;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
848;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
849;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
850;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
851;https://www.tokopedia.com/supplier-tapis;Supplier tapis;Fashion Muslim;Kab. Pesawaran;;Tokopedia;
852;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
853;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
854;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
855;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
856;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
857;https://www.tokopedia.com/archive-samboraz-1718150;Fadilah Bordir Tapis Lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
858;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
859;https://www.tokopedia.com/toko-tapis-rani-bordir;toko tapis rani bordir;Fashion Muslim;Kab. Lampung Utara;;Tokopedia;
860;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
861;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
862;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
863;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
864;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
865;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
866;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
867;https://www.tokopedia.com/maya-susanti;Maya Susanti;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
868;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
869;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
870;https://www.tokopedia.com/toko-tapis-rani-bordir;toko tapis rani bordir;Fashion Wanita;Kab. Lampung Utara;;Tokopedia;
871;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
872;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
873;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
874;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
875;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
876;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
877;https://www.tokopedia.com/supplier-tapis;Supplier tapis;Fashion Wanita;Kab. Pesawaran;;Tokopedia;
878;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
879;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
880;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
881;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
882;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
883;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
884;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
885;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
886;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
887;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Pria;Bandar Lampung;;Tokopedia;
888;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
889;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
890;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
891;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Muslim;Bandar Lampung;;Tokopedia;
892;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
893;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
894;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;Fashion Wanita;Bandar Lampung;;Tokopedia;
895;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
896;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
897;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;Fashion Wanita;Bandar Lampung;;Tokopedia;
898;https://www.tokopedia.com/sentra-siger-indonesia;Sentra Siger Indonesia;Fashion Wanita;Bandar Lampung;;Tokopedia;
899;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
900;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
901;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;Fashion Muslim;Kab. Pesawaran;;Tokopedia;
902;https://www.tokopedia.com/sella-tapis;Sella Tapis;Fashion Wanita;Bandar Lampung;;Tokopedia;
903;https://www.tokopedia.com/samisutra;SAMI SUTRA;Fashion Wanita;Bandar Lampung;;Tokopedia;
904;https://www.tokopedia.com/sefti-tapis;Sefti tapis;Fashion Muslim;Bandar Lampung;;Tokopedia;
905;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;Fashion Muslim;Bandar Lampung;;Tokopedia;
906;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;Fashion Wanita;Bandar Lampung;;Tokopedia;
