id;link;nama_usaha;kategori;alamat;no_telp;jenis_platform;maps
33;https://www.google.com/maps/place/Toko+Tapis+Fitri/data=!4m7!3m6!1s0x2e40db8533dfe699:0xaca03ee41af95adb!8m2!3d-5.4126729!4d105.2557886!16s%2Fg%2F11sbg4fssx!19sChIJmebfM4XbQC4R21r5GuQ-oKw?authuser=0&hl=id&rclk=1;Toko Tapis Fitri;Toko Suvenir;Jl. Kartini No.189, Tj. Karang, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;0897-5777-771;Google Maps;https://www.google.com/maps/place/Toko+Tapis+Fitri/data=!4m7!3m6!1s0x2e40db8533dfe699:0xaca03ee41af95adb!8m2!3d-5.4126729!4d105.2557886!16s%2Fg%2F11sbg4fssx!19sChIJmebfM4XbQC4R21r5GuQ-oKw?authuser=0&hl=id&rclk=1
34;https://www.google.com/maps/place/HADI+TAPIS/data=!4m7!3m6!1s0x2e40db73e59dc3fb:0xfbb471856ef58ad1!8m2!3d-5.4096969!4d105.2561329!16s%2Fg%2F11w46ncpkz!19sChIJ-8Od5XPbQC4R0Yr1boVxtPs?authuser=0&hl=id&rclk=1;HADI TAPIS;Toko Pakaian;Jl. Imam Bonjol No.34, Pasir Gintung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;;Google Maps;https://www.google.com/maps/place/HADI+TAPIS/data=!4m7!3m6!1s0x2e40db73e59dc3fb:0xfbb471856ef58ad1!8m2!3d-5.4096969!4d105.2561329!16s%2Fg%2F11w46ncpkz!19sChIJ-8Od5XPbQC4R0Yr1boVxtPs?authuser=0&hl=id&rclk=1
35;https://www.google.com/maps/place/Krui+Putra+,+Tapis+Krui+,+Lampung/data=!4m7!3m6!1s0x2e40dbb360cd35cd:0xddee5fd39d120032!8m2!3d-5.4221412!4d105.2687773!16s%2Fg%2F1ptzsb73_!19sChIJzTXNYLPbQC4RMgASndNf7t0?authuser=0&hl=id&rclk=1;Krui Putra , Tapis Krui , Lampung;Toko;Jl. Wijaya Kusuma No.27, Rw. Laut, Engal, Kota Bandar Lampung, Lampung 35128;0853-7926-5777;Google Maps;https://www.google.com/maps/place/Krui+Putra+,+Tapis+Krui+,+Lampung/data=!4m7!3m6!1s0x2e40dbb360cd35cd:0xddee5fd39d120032!8m2!3d-5.4221412!4d105.2687773!16s%2Fg%2F1ptzsb73_!19sChIJzTXNYLPbQC4RMgASndNf7t0?authuser=0&hl=id&rclk=1
36;https://www.google.com/maps/place/Kaosqu+tapis+lampung/data=!4m7!3m6!1s0x2e40c574c6281005:0x4e6858a98a313a74!8m2!3d-5.3590084!4d105.2585411!16s%2Fg%2F11sdszmr2s!19sChIJBRAoxnTFQC4RdDoxiqlYaE4?authuser=0&hl=id&rclk=1;Kaosqu tapis lampung;Toko Kaos Custom;Jl. R.A. Basyid No.15/70, Labuhan Dalam, Kec. Tj. Senang, Kota Bandar Lampung, Lampung;0821-7753-8398;Google Maps;https://www.google.com/maps/place/Kaosqu+tapis+lampung/data=!4m7!3m6!1s0x2e40c574c6281005:0x4e6858a98a313a74!8m2!3d-5.3590084!4d105.2585411!16s%2Fg%2F11sdszmr2s!19sChIJBRAoxnTFQC4RdDoxiqlYaE4?authuser=0&hl=id&rclk=1
37;https://www.google.com/maps/place/Tupperware+Wayhalim+Leni+SHI/data=!4m7!3m6!1s0x2e40db2f9d0658e9:0xb097467f75736ae7!8m2!3d-5.3763301!4d105.275084!16s%2Fg%2F11bvt3xzcg!19sChIJ6VgGnS_bQC4R52pzdX9Gl7A?authuser=0&hl=id&rclk=1;Tupperware Wayhalim Leni SHI;Toko Perlengkapan Rumah;Jl. Kopi Selatan III No.96, RT.3/RW.3, Perumnas Way Halim, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132;0852-7905-4895;Google Maps;https://www.google.com/maps/place/Tupperware+Wayhalim+Leni+SHI/data=!4m7!3m6!1s0x2e40db2f9d0658e9:0xb097467f75736ae7!8m2!3d-5.3763301!4d105.275084!16s%2Fg%2F11bvt3xzcg!19sChIJ6VgGnS_bQC4R52pzdX9Gl7A?authuser=0&hl=id&rclk=1
38;https://www.google.com/maps/place/Kizuu+Tapis+Lampung+%26+Hijab/data=!4m7!3m6!1s0x2e40c53a259fc99f:0x7051198a9af5367b!8m2!3d-5.3588778!4d105.2465505!16s%2Fg%2F11t6lj6j7q!19sChIJn8mfJTrFQC4Rezb1mooZUXA?authuser=0&hl=id&rclk=1;Kizuu Tapis Lampung & Hijab;Toko;Gg. Angkola, Kp. Baru, Kec. Kedaton, Kota Bandar Lampung, Lampung 35124;0821-8309-4978;Google Maps;https://www.google.com/maps/place/Kizuu+Tapis+Lampung+%26+Hijab/data=!4m7!3m6!1s0x2e40c53a259fc99f:0x7051198a9af5367b!8m2!3d-5.3588778!4d105.2465505!16s%2Fg%2F11t6lj6j7q!19sChIJn8mfJTrFQC4Rezb1mooZUXA?authuser=0&hl=id&rclk=1
39;https://www.google.com/maps/place/Tapis+Lampung+Online+Kemiling/data=!4m7!3m6!1s0x2e40d1796935a3e1:0x464c62e8ac06e46e!8m2!3d-5.388909!4d105.216231!16s%2Fg%2F11j2nlkhld!19sChIJ4aM1aXnRQC4RbuQGrOhiTEY?authuser=0&hl=id&rclk=1;Tapis Lampung Online Kemiling;Toko Kerajinan Tangan;Jl. Raden Imba Kusuma Gg. Palem No.35, Beringin Raya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35153;0813-7919-2966;Google Maps;https://www.google.com/maps/place/Tapis+Lampung+Online+Kemiling/data=!4m7!3m6!1s0x2e40d1796935a3e1:0x464c62e8ac06e46e!8m2!3d-5.388909!4d105.216231!16s%2Fg%2F11j2nlkhld!19sChIJ4aM1aXnRQC4RbuQGrOhiTEY?authuser=0&hl=id&rclk=1
40;https://www.google.com/maps/place/Tapis+Dompet+Aida+Craft/data=!4m7!3m6!1s0x2e40d008b6112ec5:0x2eec34ee021b8685!8m2!3d-5.3793196!4d105.2140823!16s%2Fg%2F11hbv535xt!19sChIJxS4RtgjQQC4RhYYbAu407C4?authuser=0&hl=id&rclk=1;Tapis Dompet Aida Craft;Toko Kerajinan Tangan;J6C7+7JG Tapis Dompet Aida Craft, Kemiling Permai, Kec. Kemiling, Kota Bandar Lampung, Lampung 35152;0852-6904-2433;Google Maps;https://www.google.com/maps/place/Tapis+Dompet+Aida+Craft/data=!4m7!3m6!1s0x2e40d008b6112ec5:0x2eec34ee021b8685!8m2!3d-5.3793196!4d105.2140823!16s%2Fg%2F11hbv535xt!19sChIJxS4RtgjQQC4RhYYbAu407C4?authuser=0&hl=id&rclk=1
41;https://www.google.com/maps/place/Toko+Dan+Sanggar+Tapis+Singgah+Pay+Art+Shop/data=!4m7!3m6!1s0x2e40da57775fa9e1:0xcdffa61d949ebb70!8m2!3d-5.410262!4d105.25533!16s%2Fg%2F1pzr0n7jm!19sChIJ4alfd1faQC4RcLuelB2m_80?authuser=0&hl=id&rclk=1;Toko Dan Sanggar Tapis Singgah Pay Art Shop;Toko Suvenir;Simpur Center Blok A No.6 F B, JL. Batusangkar, No.22, Tanjung Karang, Klp. Tiga, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;(0721) 259279;Google Maps;https://www.google.com/maps/place/Toko+Dan+Sanggar+Tapis+Singgah+Pay+Art+Shop/data=!4m7!3m6!1s0x2e40da57775fa9e1:0xcdffa61d949ebb70!8m2!3d-5.410262!4d105.25533!16s%2Fg%2F1pzr0n7jm!19sChIJ4alfd1faQC4RcLuelB2m_80?authuser=0&hl=id&rclk=1
42;https://www.google.com/maps/place/TAPIS+SINGGAH+PAY+BAMBU+KUNING/data=!4m7!3m6!1s0x2e40dbd67318a72b:0x6e7027853b81a301!8m2!3d-5.4100641!4d105.2557867!16s%2Fg%2F11l5tb11zl!19sChIJK6cYc9bbQC4RAaOBO4UncG4?authuser=0&hl=id&rclk=1;TAPIS SINGGAH PAY BAMBU KUNING;Toko Suvenir;H7Q4+X8F TAPIS SINGGAH PAY BAMBU KUNING, Jl. Batusangkar, Klp. Tiga, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35111;;Google Maps;https://www.google.com/maps/place/TAPIS+SINGGAH+PAY+BAMBU+KUNING/data=!4m7!3m6!1s0x2e40dbd67318a72b:0x6e7027853b81a301!8m2!3d-5.4100641!4d105.2557867!16s%2Fg%2F11l5tb11zl!19sChIJK6cYc9bbQC4RAaOBO4UncG4?authuser=0&hl=id&rclk=1
43;https://www.google.com/maps/place/PT.+Tapis+Eka+Modern+%28Tupperware+Lampung%29/data=!4m7!3m6!1s0x2e40dbb380da1fe1:0xc0586e14c7e6d7c!8m2!3d-5.4222097!4d105.2697219!16s%2Fg%2F11c73fdrv3!19sChIJ4R_agLPbQC4RfG1-TOGGBQw?authuser=0&hl=id&rclk=1;PT. Tapis Eka Modern (Tupperware Lampung);Toko Perlengkapan Rumah;Jl. Gajah Mada No.1&2, Tj. Raya, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35214;(0721) 240899;Google Maps;https://www.google.com/maps/place/PT.+Tapis+Eka+Modern+%28Tupperware+Lampung%29/data=!4m7!3m6!1s0x2e40dbb380da1fe1:0xc0586e14c7e6d7c!8m2!3d-5.4222097!4d105.2697219!16s%2Fg%2F11c73fdrv3!19sChIJ4R_agLPbQC4RfG1-TOGGBQw?authuser=0&hl=id&rclk=1
44;https://www.google.com/maps/place/TAPIS+12/data=!4m7!3m6!1s0x2e40dbab19c5e329:0x92c06f933c7b3633!8m2!3d-5.4102654!4d105.2679879!16s%2Fg%2F11y914q1lk!19sChIJKePFGavbQC4RMzZ7PJNvwJI?authuser=0&hl=id&rclk=1;TAPIS 12;;Tj. Agung Raya, Kec. Kedamaian, Kota Bandar Lampung, Lampung;;Google Maps;https://www.google.com/maps/place/TAPIS+12/data=!4m7!3m6!1s0x2e40dbab19c5e329:0x92c06f933c7b3633!8m2!3d-5.4102654!4d105.2679879!16s%2Fg%2F11y914q1lk!19sChIJKePFGavbQC4RMzZ7PJNvwJI?authuser=0&hl=id&rclk=1
45;https://www.google.com/maps/place/jual+tapis+dewi/data=!4m7!3m6!1s0x2e40d1a0fa544aa5:0xcdf841b03f957b67!8m2!3d-5.3746574!4d105.2107383!16s%2Fg%2F11lh5mxzl4!19sChIJpUpU-qDRQC4RZ3uVP7BB-M0?authuser=0&hl=id&rclk=1;jual tapis dewi;Toko Buku Agama;Jl. Perum BKP No.P.346, RT.12/RW.LK 11, Kemiling Permai, Kec. Kemiling, Kota Bandar Lampung, Lampung 35153;0895-7050-08693;Google Maps;https://www.google.com/maps/place/jual+tapis+dewi/data=!4m7!3m6!1s0x2e40d1a0fa544aa5:0xcdf841b03f957b67!8m2!3d-5.3746574!4d105.2107383!16s%2Fg%2F11lh5mxzl4!19sChIJpUpU-qDRQC4RZ3uVP7BB-M0?authuser=0&hl=id&rclk=1
46;https://www.google.com/maps/place/Tapis+Lampung/data=!4m7!3m6!1s0x2e40da3a0464d211:0x5bb0d7eeb6240244!8m2!3d-5.433236!4d105.2540719!16s%2Fg%2F11c3j5cb2t!19sChIJEdJkBDraQC4RRAIktu7XsFs?authuser=0&hl=id&rclk=1;Tapis Lampung;Butik;Jl. Wolter Monginsidi No.159 J, Pengajaran, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35224;0813-2023-9892;Google Maps;https://www.google.com/maps/place/Tapis+Lampung/data=!4m7!3m6!1s0x2e40da3a0464d211:0x5bb0d7eeb6240244!8m2!3d-5.433236!4d105.2540719!16s%2Fg%2F11c3j5cb2t!19sChIJEdJkBDraQC4RRAIktu7XsFs?authuser=0&hl=id&rclk=1
47;https://www.google.com/maps/place/RAHAYU+GALERY/data=!4m7!3m6!1s0x2e40c50df26f8857:0x73b47a3693216418!8m2!3d-5.3668504!4d105.2679595!16s%2Fg%2F11gh956vkw!19sChIJV4hv8g3FQC4RGGQhkzZ6tHM?authuser=0&hl=id&rclk=1;RAHAYU GALERY;Toko Pakaian;Jl. Lintas Sumatera No.5, Tj. Senang, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35141;;Google Maps;https://www.google.com/maps/place/RAHAYU+GALERY/data=!4m7!3m6!1s0x2e40c50df26f8857:0x73b47a3693216418!8m2!3d-5.3668504!4d105.2679595!16s%2Fg%2F11gh956vkw!19sChIJV4hv8g3FQC4RGGQhkzZ6tHM?authuser=0&hl=id&rclk=1
48;https://www.google.com/maps/place/Taps+In+Lampung/data=!4m7!3m6!1s0x2e40db0067786c7b:0x6e7f3c987f33b2e1!8m2!3d-5.3963999!4d105.2873965!16s%2Fg%2F11w4lms3tw!19sChIJe2x4ZwDbQC4R4bIzf5g8f24?authuser=0&hl=id&rclk=1;Taps In Lampung;Toko Pakaian;Jl. Pangeran Antasari Gg. Waru II, Kalibalau Kencana, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122;0882-7432-8405;Google Maps;https://www.google.com/maps/place/Taps+In+Lampung/data=!4m7!3m6!1s0x2e40db0067786c7b:0x6e7f3c987f33b2e1!8m2!3d-5.3963999!4d105.2873965!16s%2Fg%2F11w4lms3tw!19sChIJe2x4ZwDbQC4R4bIzf5g8f24?authuser=0&hl=id&rclk=1
49;https://www.google.com/maps/place/CV.+Pelajar+Tapis+Berseri/data=!4m7!3m6!1s0x2e40db0b62d87edb:0x4972c1481d81ad2f!8m2!3d-5.4120663!4d105.286727!16s%2Fg%2F11q3nfzm8s!19sChIJ237YYgvbQC4RL62BHUjBckk?authuser=0&hl=id&rclk=1;CV. Pelajar Tapis Berseri;Toko Buku;Jl. HRM Mangundiprojo No.35-37, Kedamaian, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35122;0812-7979-288;Google Maps;https://www.google.com/maps/place/CV.+Pelajar+Tapis+Berseri/data=!4m7!3m6!1s0x2e40db0b62d87edb:0x4972c1481d81ad2f!8m2!3d-5.4120663!4d105.286727!16s%2Fg%2F11q3nfzm8s!19sChIJ237YYgvbQC4RL62BHUjBckk?authuser=0&hl=id&rclk=1
50;https://www.google.com/maps/place/toko+Agil+Tapis+Lampung/data=!4m7!3m6!1s0x2e40d1043cf229fd:0x9b34e7cdedf7df69!8m2!3d-5.3886024!4d105.2010902!16s%2Fg%2F11j8hhkrs8!19sChIJ_SnyPATRQC4Rad_37c3nNJs?authuser=0&hl=id&rclk=1;toko Agil Tapis Lampung;Toko Pakaian;J662+HC4 toko Agil Tapis Lampung, Jl. Mata Air, Pinang Jaya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35154;;Google Maps;https://www.google.com/maps/place/toko+Agil+Tapis+Lampung/data=!4m7!3m6!1s0x2e40d1043cf229fd:0x9b34e7cdedf7df69!8m2!3d-5.3886024!4d105.2010902!16s%2Fg%2F11j8hhkrs8!19sChIJ_SnyPATRQC4Rad_37c3nNJs?authuser=0&hl=id&rclk=1
51;https://www.google.com/maps/place/Dina+CRAFT%2FTAPIS+LAMPUNG/data=!4m7!3m6!1s0x2e40c54fe66a423d:0xf3f9224fe6d21651!8m2!3d-5.3575155!4d105.278534!16s%2Fg%2F11g1v9klqq!19sChIJPUJq5k_FQC4RURbS5k8i-fM?authuser=0&hl=id&rclk=1;Dina CRAFT/TAPIS LAMPUNG;Toko Tas Tangan;Blok C4, No.21, Perum Tanjung Raya Permai, Kelurahan, Pematang wangi, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35141;0812-8181-0982;Google Maps;https://www.google.com/maps/place/Dina+CRAFT%2FTAPIS+LAMPUNG/data=!4m7!3m6!1s0x2e40c54fe66a423d:0xf3f9224fe6d21651!8m2!3d-5.3575155!4d105.278534!16s%2Fg%2F11g1v9klqq!19sChIJPUJq5k_FQC4RURbS5k8i-fM?authuser=0&hl=id&rclk=1
52;https://www.google.com/maps/place/Desti+tapis/data=!4m7!3m6!1s0x2e40c50068b923fd:0x7662379ee1c32517!8m2!3d-5.3516018!4d105.265872!16s%2Fg%2F11vqn7g9pl!19sChIJ_SO5aADFQC4RFyXD4Z43YnY?authuser=0&hl=id&rclk=1;Desti tapis;Toko;J7X8+895 Desti tapis, Fajar Baru, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung 35141;;Google Maps;https://www.google.com/maps/place/Desti+tapis/data=!4m7!3m6!1s0x2e40c50068b923fd:0x7662379ee1c32517!8m2!3d-5.3516018!4d105.265872!16s%2Fg%2F11vqn7g9pl!19sChIJ_SO5aADFQC4RFyXD4Z43YnY?authuser=0&hl=id&rclk=1
53;https://www.google.com/maps/place/Ney+Ney+tapis+Lampung/data=!4m7!3m6!1s0x2e40c5003e32c679:0x9928febdc9411368!8m2!3d-5.365892!4d105.2853208!16s%2Fg%2F11x6zjtmpq!19sChIJecYyPgDFQC4RaBNByb3-KJk?authuser=0&hl=id&rclk=1;Ney Ney tapis Lampung;Toko Pakaian Wanita;J7MP+J4W Ney Ney tapis Lampung, Perumnas Way Kandis, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35135;;Google Maps;https://www.google.com/maps/place/Ney+Ney+tapis+Lampung/data=!4m7!3m6!1s0x2e40c5003e32c679:0x9928febdc9411368!8m2!3d-5.365892!4d105.2853208!16s%2Fg%2F11x6zjtmpq!19sChIJecYyPgDFQC4RaBNByb3-KJk?authuser=0&hl=id&rclk=1
54;https://www.google.com/maps/place/Tapis+Minan+Emi/data=!4m7!3m6!1s0x2e40d169a1d38c99:0x41c6adcdd4daa766!8m2!3d-5.3740442!4d105.2108536!16s%2Fg%2F11kh_qy3cq!19sChIJmYzToWnRQC4RZqfa1M2txkE?authuser=0&hl=id&rclk=1;Tapis Minan Emi;Asosiasi Kerajinan Tangan;J6G6+6H9 Tapis Minan Emi, Kemiling Permai, Kec. Kemiling, Kota Bandar Lampung, Lampung 35152;0813-6953-7198;Google Maps;https://www.google.com/maps/place/Tapis+Minan+Emi/data=!4m7!3m6!1s0x2e40d169a1d38c99:0x41c6adcdd4daa766!8m2!3d-5.3740442!4d105.2108536!16s%2Fg%2F11kh_qy3cq!19sChIJmYzToWnRQC4RZqfa1M2txkE?authuser=0&hl=id&rclk=1
55;https://www.google.com/maps/place/Roti+Bakar+Tapis/data=!4m7!3m6!1s0x2e40db97c3268549:0xe2a110650a1cc2f7!8m2!3d-5.3889398!4d105.285011!16s%2Fg%2F11mvzll134!19sChIJSYUmw5fbQC4R98IcCmUQoeI?authuser=0&hl=id&rclk=1;Roti Bakar Tapis;Toko Roti;Jl. Mangris Perum BTN III No.14/15, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131;0812-9156-5095;Google Maps;https://www.google.com/maps/place/Roti+Bakar+Tapis/data=!4m7!3m6!1s0x2e40db97c3268549:0xe2a110650a1cc2f7!8m2!3d-5.3889398!4d105.285011!16s%2Fg%2F11mvzll134!19sChIJSYUmw5fbQC4R98IcCmUQoeI?authuser=0&hl=id&rclk=1
56;https://www.google.com/maps/place/PKBM+GEMA+TAPIS+BERSERI/data=!4m7!3m6!1s0x2e40dbd90a2418ab:0xdc76170831291dad!8m2!3d-5.4003042!4d105.2478405!16s%2Fg%2F11k3jc_j_9!19sChIJqxgkCtnbQC4RrR0pMQgXdtw?authuser=0&hl=id&rclk=1;PKBM GEMA TAPIS BERSERI;Institusi Pendidikan;Gg. Teratai I No.6B, Gedong Air, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35118;0895-7050-26275;Google Maps;https://www.google.com/maps/place/PKBM+GEMA+TAPIS+BERSERI/data=!4m7!3m6!1s0x2e40dbd90a2418ab:0xdc76170831291dad!8m2!3d-5.4003042!4d105.2478405!16s%2Fg%2F11k3jc_j_9!19sChIJqxgkCtnbQC4RrR0pMQgXdtw?authuser=0&hl=id&rclk=1
57;https://www.google.com/maps/place/Tapis+Group/data=!4m7!3m6!1s0x2e40db0034eed0e5:0x14be1793c2c6e427!8m2!3d-5.4089673!4d105.2895265!16s%2Fg%2F11xtw_yylv!19sChIJ5dDuNADbQC4RJ-TGwpMXvhQ?authuser=0&hl=id&rclk=1;Tapis Group;Grosir;H7RQ+CR5 Tapis Group, Jl. HRM Mangundiprojo, Kedamaian, Bandar Lampung City, Lampung 35122;0813-1883-6786;Google Maps;https://www.google.com/maps/place/Tapis+Group/data=!4m7!3m6!1s0x2e40db0034eed0e5:0x14be1793c2c6e427!8m2!3d-5.4089673!4d105.2895265!16s%2Fg%2F11xtw_yylv!19sChIJ5dDuNADbQC4RJ-TGwpMXvhQ?authuser=0&hl=id&rclk=1
58;https://www.google.com/maps/place/PT.+TAPIS+MEDIKA+ABADI/data=!4m7!3m6!1s0x2e40db003595aa15:0x63e78f0062980edc!8m2!3d-5.392097!4d105.2865123!16s%2Fg%2F11msqv46xh!19sChIJFaqVNQDbQC4R3A6YYgCP52M?authuser=0&hl=id&rclk=1;PT. TAPIS MEDIKA ABADI;Gudang;J75P+5J6 PT. TAPIS MEDIKA ABADI, Gg. Bintara I, Sukarame, Bandar Lampung City, Lampung 35122;0821-7222-2105;Google Maps;https://www.google.com/maps/place/PT.+TAPIS+MEDIKA+ABADI/data=!4m7!3m6!1s0x2e40db003595aa15:0x63e78f0062980edc!8m2!3d-5.392097!4d105.2865123!16s%2Fg%2F11msqv46xh!19sChIJFaqVNQDbQC4R3A6YYgCP52M?authuser=0&hl=id&rclk=1
59;https://www.google.com/maps/place/SANGGAR+PESONA+SULAM+USUS+TAPIS/data=!4m7!3m6!1s0x2e40da52511ff921:0xd956c0a07f507415!8m2!3d-5.4162892!4d105.2628297!16s%2Fg%2F11f3n30g4t!19sChIJIfkfUVLaQC4RFXRQf6DAVtk?authuser=0&hl=id&rclk=1;SANGGAR PESONA SULAM USUS TAPIS;Toko Pakaian;Jl. MJ. Sutioso No.75, Kota Baru, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35128;0812-7921-190;Google Maps;https://www.google.com/maps/place/SANGGAR+PESONA+SULAM+USUS+TAPIS/data=!4m7!3m6!1s0x2e40da52511ff921:0xd956c0a07f507415!8m2!3d-5.4162892!4d105.2628297!16s%2Fg%2F11f3n30g4t!19sChIJIfkfUVLaQC4RFXRQf6DAVtk?authuser=0&hl=id&rclk=1
60;https://www.google.com/maps/place/Tapis+Shop+%26+MCI/data=!4m7!3m6!1s0x2e40db1d2fec347f:0xe1788f42936e54c5!8m2!3d-5.3721699!4d105.2948994!16s%2Fg%2F11pk9gzt2r!19sChIJfzTsLx3bQC4RxVRuk0KPeOE?authuser=0&hl=id&rclk=1;Tapis Shop & MCI;Servis Komputer;J7HV+4WX Tapis Shop & MCI, Harapan Jaya, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131;0822-8243-1843;Google Maps;https://www.google.com/maps/place/Tapis+Shop+%26+MCI/data=!4m7!3m6!1s0x2e40db1d2fec347f:0xe1788f42936e54c5!8m2!3d-5.3721699!4d105.2948994!16s%2Fg%2F11pk9gzt2r!19sChIJfzTsLx3bQC4RxVRuk0KPeOE?authuser=0&hl=id&rclk=1
61;https://www.google.com/maps/place/Sekar+Tapis/data=!4m7!3m6!1s0x2e40db7022358d0b:0x31d1273c850b05b0!8m2!3d-5.4136189!4d105.2554001!16s%2Fg%2F11kj6xwgcr!19sChIJC401InDbQC4RsAULhTwn0TE?authuser=0&hl=id&rclk=1;Sekar Tapis;Pusat Perbelanjaan;H7P4+H52 Sekar Tapis, Jl. Kartini, Kaliawi, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung;;Google Maps;https://www.google.com/maps/place/Sekar+Tapis/data=!4m7!3m6!1s0x2e40db7022358d0b:0x31d1273c850b05b0!8m2!3d-5.4136189!4d105.2554001!16s%2Fg%2F11kj6xwgcr!19sChIJC401InDbQC4RsAULhTwn0TE?authuser=0&hl=id&rclk=1
62;https://www.google.com/maps/place/Jual+Baju+tapis+KSA.idfashion/data=!4m7!3m6!1s0x2e40dbdb73066031:0x160ee9eb97068407!8m2!3d-5.3871021!4d105.2803554!16s%2Fg%2F11lh5ms9rf!19sChIJMWAGc9vbQC4RB4QGl-vpDhY?authuser=0&hl=id&rclk=1;Jual Baju tapis KSA.idfashion;Pasar pakaian;Jl. Alam Baru No.mor 15, Way Halim Permai, Kec. Way Halim, Kota Bandar Lampung, Lampung 35135;0812-7213-396;Google Maps;https://www.google.com/maps/place/Jual+Baju+tapis+KSA.idfashion/data=!4m7!3m6!1s0x2e40dbdb73066031:0x160ee9eb97068407!8m2!3d-5.3871021!4d105.2803554!16s%2Fg%2F11lh5ms9rf!19sChIJMWAGc9vbQC4RB4QGl-vpDhY?authuser=0&hl=id&rclk=1
63;https://www.google.com/maps/place/tapis+dan+sulam+usus+lampung/data=!4m7!3m6!1s0x2e40db4cff73dcd5:0xd0fa832f045a16d8!8m2!3d-5.376128!4d105.2936251!16s%2Fg%2F11qntsmmbx!19sChIJ1dxz_0zbQC4R2BZaBC-D-tA?authuser=0&hl=id&rclk=1;tapis dan sulam usus lampung;Toko Kerajinan Tangan;Jl. Ryacudu Jl. Perintis E, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131;0852-7918-7181;Google Maps;https://www.google.com/maps/place/tapis+dan+sulam+usus+lampung/data=!4m7!3m6!1s0x2e40db4cff73dcd5:0xd0fa832f045a16d8!8m2!3d-5.376128!4d105.2936251!16s%2Fg%2F11qntsmmbx!19sChIJ1dxz_0zbQC4R2BZaBC-D-tA?authuser=0&hl=id&rclk=1
64;https://www.google.com/maps/place/GEDUNG+SENTRA+INDUSTRI+TAPIS+KOTA+BANDAR+LAMPUNG/data=!4m7!3m6!1s0x2e40d14689b214cf:0xd73496697569a2e8!8m2!3d-5.4011398!4d105.2078961!16s%2Fg%2F11s5jw719_!19sChIJzxSyiUbRQC4R6KJpdWmWNNc?authuser=0&hl=id&rclk=1;GEDUNG SENTRA INDUSTRI TAPIS KOTA BANDAR LAMPUNG;Kantor Pemerintah;Jl. Lap. Kalpataru, Beringin Raya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35155;;Google Maps;https://www.google.com/maps/place/GEDUNG+SENTRA+INDUSTRI+TAPIS+KOTA+BANDAR+LAMPUNG/data=!4m7!3m6!1s0x2e40d14689b214cf:0xd73496697569a2e8!8m2!3d-5.4011398!4d105.2078961!16s%2Fg%2F11s5jw719_!19sChIJzxSyiUbRQC4R6KJpdWmWNNc?authuser=0&hl=id&rclk=1
65;https://www.google.com/maps/place/Raswan+Tapis/data=!4m7!3m6!1s0x2e40da49852c09d3:0x79ea8baab80e818f!8m2!3d-5.4255718!4d105.2597679!16s%2Fg%2F11bc7s3ch_!19sChIJ0wkshUnaQC4Rj4EOuKqL6nk?authuser=0&hl=id&rclk=1;Raswan Tapis;Toko Suvenir;JL Wolter Monginsidi, No. 159, Tanjung Betung, Enggal, Bandar Lampung, Kota Bandar Lampung, Lampung 35213;0815-4095-0837;Google Maps;https://www.google.com/maps/place/Raswan+Tapis/data=!4m7!3m6!1s0x2e40da49852c09d3:0x79ea8baab80e818f!8m2!3d-5.4255718!4d105.2597679!16s%2Fg%2F11bc7s3ch_!19sChIJ0wkshUnaQC4Rj4EOuKqL6nk?authuser=0&hl=id&rclk=1
